# Time-averaged data for fix thermo_ave
# TimeStep v_T v_p v_rho v_Etot v_Ekin v_Epot
396840 1.08112 0.445859 0.726 -3.39928 1.62135 -5.02063
396860 1.07594 0.479144 0.726 -3.39744 1.61359 -5.01103
396880 1.0711 0.514081 0.726 -3.39471 1.60633 -5.00105
396900 1.06933 0.538609 0.726 -3.39017 1.60367 -4.99385
396920 1.07928 0.516848 0.726 -3.38319 1.6186 -5.00179
396940 1.09157 0.488697 0.726 -3.37464 1.63703 -5.01167
396960 1.09551 0.498538 0.726 -3.36631 1.64294 -5.00925
396980 1.09409 0.528832 0.726 -3.35931 1.64081 -5.00012
397000 1.10129 0.51588 0.726 -3.35391 1.65161 -5.00552
397020 1.10832 0.495415 0.726 -3.35094 1.66214 -5.01308
397040 1.11037 0.48826 0.726 -3.35132 1.66523 -5.01654
397060 1.10611 0.498019 0.726 -3.35566 1.65883 -5.01449
397080 1.09891 0.508344 0.726 -3.36412 1.64803 -5.01215
397100 1.07872 0.560256 0.726 -3.37563 1.61776 -4.99339
397120 1.06745 0.566451 0.726 -3.38668 1.60086 -4.98754
397140 1.07154 0.505569 0.726 -3.39477 1.60698 -5.00175
397160 1.07621 0.445701 0.726 -3.39996 1.614 -5.01396
397180 1.08053 0.397135 0.726 -3.40323 1.62047 -5.02369
397200 1.07993 0.382168 0.726 -3.40548 1.61957 -5.02505
397220 1.07903 0.381147 0.726 -3.40704 1.61822 -5.02527
397240 1.07726 0.394372 0.726 -3.40812 1.61556 -5.02369
397260 1.0658 0.45484 0.726 -3.40856 1.59838 -5.00693
397280 1.06211 0.483823 0.726 -3.40742 1.59284 -5.00026
397300 1.07326 0.449153 0.726 -3.40453 1.60956 -5.01409
397320 1.08226 0.424809 0.726 -3.401 1.62306 -5.02406
397340 1.07728 0.461228 0.726 -3.39773 1.61559 -5.01332
397360 1.0724 0.496106 0.726 -3.3942 1.60827 -5.00247
397380 1.07978 0.475496 0.726 -3.38988 1.61934 -5.00922
397400 1.09039 0.439199 0.726 -3.38547 1.63525 -5.02073
397420 1.08442 0.472333 0.726 -3.38196 1.6263 -5.00825
397440 1.07618 0.513968 0.726 -3.37879 1.61395 -4.99275
397460 1.08134 0.495316 0.726 -3.37497 1.62169 -4.99666
397480 1.09409 0.44088 0.726 -3.37075 1.64081 -5.01156
397500 1.10352 0.400511 0.726 -3.36739 1.65496 -5.02234
397520 1.10449 0.398816 0.726 -3.36618 1.65641 -5.02259
397540 1.09651 0.435248 0.726 -3.36801 1.64443 -5.01245
397560 1.08623 0.473093 0.726 -3.37334 1.62901 -5.00235
397580 1.08005 0.476668 0.726 -3.38222 1.61976 -5.00198
397600 1.07721 0.450418 0.726 -3.39385 1.6155 -5.00935
397620 1.07306 0.42297 0.726 -3.40604 1.60927 -5.01531
397640 1.0757 0.370986 0.726 -3.41655 1.61323 -5.02979
397660 1.07384 0.347971 0.726 -3.42482 1.61044 -5.03525
397680 1.06589 0.364145 0.726 -3.43074 1.59852 -5.02926
397700 1.0576 0.392976 0.726 -3.43405 1.58608 -5.02013
397720 1.05863 0.390473 0.726 -3.43453 1.58762 -5.02215
397740 1.06183 0.386252 0.726 -3.43254 1.59243 -5.02498
397760 1.06385 0.397221 0.726 -3.42855 1.59546 -5.02401
397780 1.06154 0.43689 0.726 -3.42275 1.59199 -5.01474
397800 1.05639 0.49521 0.726 -3.41505 1.58427 -4.99932
397820 1.05978 0.518158 0.726 -3.40551 1.58935 -4.99486
397840 1.06803 0.512472 0.726 -3.39548 1.60172 -4.99721
397860 1.08284 0.466232 0.726 -3.38685 1.62394 -5.01079
397880 1.09979 0.400291 0.726 -3.3811 1.64936 -5.03046
397900 1.1039 0.383333 0.726 -3.37894 1.65552 -5.03446
397920 1.09931 0.401566 0.726 -3.37978 1.64864 -5.02842
397940 1.09196 0.429554 0.726 -3.38266 1.63761 -5.02027
397960 1.0839 0.457012 0.726 -3.38654 1.62553 -5.01206
397980 1.08369 0.44817 0.726 -3.39064 1.62521 -5.01585
398000 1.0818 0.44437 0.726 -3.39493 1.62238 -5.01731
398020 1.07445 0.462694 0.726 -3.39917 1.61136 -5.01052
398040 1.07252 0.45755 0.726 -3.40273 1.60846 -5.01119
398060 1.07103 0.448833 0.726 -3.40538 1.60622 -5.0116
398080 1.07631 0.410907 0.726 -3.40711 1.61414 -5.02125
398100 1.08259 0.37083 0.726 -3.40852 1.62356 -5.03207
398120 1.07986 0.373109 0.726 -3.41031 1.61946 -5.02978
398140 1.07596 0.384426 0.726 -3.41244 1.61361 -5.02605
398160 1.07132 0.400997 0.726 -3.41454 1.60667 -5.02121
398180 1.06639 0.421382 0.726 -3.41613 1.59926 -5.01539
398200 1.06749 0.419231 0.726 -3.41652 1.60092 -5.01744
398220 1.07202 0.405448 0.726 -3.41532 1.60771 -5.02303
398240 1.07317 0.410533 0.726 -3.41236 1.60943 -5.02179
398260 1.06837 0.447293 0.726 -3.40726 1.60223 -5.00949
398280 1.06577 0.481386 0.726 -3.39925 1.59834 -4.99759
398300 1.07555 0.467645 0.726 -3.38848 1.61301 -5.00149
398320 1.08983 0.435808 0.726 -3.37722 1.63441 -5.01163
398340 1.09564 0.435699 0.726 -3.36821 1.64314 -5.01135
398360 1.10051 0.433194 0.726 -3.36233 1.65043 -5.01276
398380 1.10214 0.437854 0.726 -3.35954 1.65289 -5.01243
398400 1.0973 0.464687 0.726 -3.35955 1.64561 -5.00517
398420 1.0948 0.476748 0.726 -3.36166 1.64187 -5.00353
398440 1.09243 0.482599 0.726 -3.36555 1.63832 -5.00386
398460 1.08496 0.503921 0.726 -3.37092 1.62711 -4.99803
398480 1.07273 0.539552 0.726 -3.37683 1.60877 -4.98559
398500 1.0705 0.529427 0.726 -3.38194 1.60542 -4.98737
398520 1.07702 0.481284 0.726 -3.38605 1.61521 -5.00126
398540 1.07637 0.465743 0.726 -3.38979 1.61423 -5.00402
398560 1.07453 0.46001 0.726 -3.39322 1.61148 -5.0047
398580 1.07761 0.438494 0.726 -3.39631 1.61609 -5.01241
398600 1.0713 0.45972 0.726 -3.39935 1.60663 -5.00598
398620 1.06582 0.479476 0.726 -3.40186 1.59841 -5.00027
398640 1.06585 0.476293 0.726 -3.40321 1.59845 -5.00167
398660 1.06635 0.47291 0.726 -3.4031 1.5992 -5.0023
398680 1.0672 0.472921 0.726 -3.40086 1.60049 -5.00135
398700 1.07119 0.467349 0.726 -3.39552 1.60646 -5.00198
398720 1.08025 0.450221 0.726 -3.38658 1.62006 -5.00664
398740 1.08969 0.440682 0.726 -3.37548 1.63421 -5.00969
398760 1.09549 0.448789 0.726 -3.36488 1.64291 -5.00779
398780 1.0979 0.465702 0.726 -3.35666 1.64652 -5.00318
398800 1.09369 0.500087 0.726 -3.35122 1.6402 -4.99142
398820 1.09379 0.506377 0.726 -3.3479 1.64036 -4.98827
398840 1.09462 0.50059 0.726 -3.34639 1.6416 -4.98799
398860 1.09941 0.471549 0.726 -3.34674 1.64879 -4.99552
398880 1.10488 0.433048 0.726 -3.34951 1.65698 -5.00649
398900 1.10713 0.402274 0.726 -3.35557 1.66036 -5.01593
398920 1.09821 0.413338 0.726 -3.36503 1.64698 -5.01201
398940 1.08967 0.420568 0.726 -3.37615 1.63418 -5.01032
398960 1.08308 0.421556 0.726 -3.38645 1.6243 -5.01074
398980 1.07669 0.428994 0.726 -3.39432 1.61471 -5.00903
399000 1.07041 0.444813 0.726 -3.3994 1.60529 -5.0047
399020 1.07388 0.427623 0.726 -3.40214 1.6105 -5.01264
399040 1.07782 0.415361 0.726 -3.4036 1.61641 -5.02
399060 1.07216 0.449398 0.726 -3.40445 1.60792 -5.01237
399080 1.06634 0.488181 0.726 -3.40432 1.59919 -5.0035
399100 1.06784 0.498039 0.726 -3.4027 1.60144 -5.00414
399120 1.07164 0.499116 0.726 -3.39972 1.60714 -5.00686
399140 1.07164 0.515754 0.726 -3.39569 1.60714 -5.00283
399160 1.0758 0.512041 0.726 -3.39064 1.61337 -5.00401
399180 1.08703 0.47492 0.726 -3.38505 1.63022 -5.01528
399200 1.08969 0.471442 0.726 -3.38009 1.63421 -5.01431
399220 1.08382 0.501948 0.726 -3.37612 1.6254 -5.00152
399240 1.08479 0.500248 0.726 -3.37255 1.62685 -4.9994
399260 1.0911 0.471121 0.726 -3.36936 1.63632 -5.00568
399280 1.09659 0.4419 0.726 -3.36716 1.64456 -5.01172
399300 1.09948 0.423408 0.726 -3.36673 1.64889 -5.01561
399320 1.09494 0.435242 0.726 -3.36884 1.64208 -5.01092
399340 1.08554 0.462369 0.726 -3.37402 1.62799 -5.00201
399360 1.07255 0.494956 0.726 -3.38246 1.60851 -4.99097
399380 1.06124 0.510274 0.726 -3.39304 1.59154 -4.98458
399400 1.05766 0.489515 0.726 -3.40346 1.58617 -4.98963
399420 1.05684 0.462659 0.726 -3.41188 1.58494 -4.99681
399440 1.05935 0.433813 0.726 -3.41761 1.58871 -5.00631
399460 1.05759 0.436345 0.726 -3.42076 1.58607 -5.00683
399480 1.05366 0.459868 0.726 -3.42125 1.58017 -5.00143
399500 1.05114 0.485028 0.726 -3.41861 1.5764 -4.99501
399520 1.05689 0.480913 0.726 -3.41234 1.58502 -4.99736
399540 1.07327 0.439574 0.726 -3.40289 1.60958 -5.01247
399560 1.08623 0.420276 0.726 -3.39269 1.62902 -5.0217
399580 1.08702 0.454495 0.726 -3.38435 1.63021 -5.01456
399600 1.08191 0.508116 0.726 -3.37851 1.62255 -5.00106
399620 1.07956 0.540312 0.726 -3.37445 1.61901 -4.99347
399640 1.08063 0.548995 0.726 -3.37158 1.62062 -4.9922
399660 1.08272 0.546188 0.726 -3.36964 1.62375 -4.99339
399680 1.08276 0.544377 0.726 -3.36846 1.62381 -4.99227
399700 1.08937 0.508112 0.726 -3.36791 1.63373 -5.00163
399720 1.0952 0.469728 0.726 -3.36851 1.64247 -5.01098
399740 1.08936 0.47638 0.726 -3.37064 1.63371 -5.00436
399760 1.08318 0.483281 0.726 -3.37364 1.62445 -4.99809
399780 1.08111 0.474324 0.726 -3.37684 1.62134 -4.99818
399800 1.07986 0.465229 0.726 -3.38004 1.61947 -4.9995
399820 1.07746 0.46693 0.726 -3.38315 1.61587 -4.99903
399840 1.0726 0.486979 0.726 -3.38594 1.60859 -4.99453
399860 1.07011 0.504545 0.726 -3.38798 1.60484 -4.99282
399880 1.06541 0.5348 0.726 -3.38893 1.5978 -4.98672
399900 1.06411 0.551732 0.726 -3.38817 1.59585 -4.98403
399920 1.07109 0.534006 0.726 -3.38519 1.60631 -4.9915
399940 1.08194 0.502255 0.726 -3.37992 1.62258 -5.0025
399960 1.09306 0.474729 0.726 -3.3727 1.63927 -5.01197
399980 1.10121 0.465817 0.726 -3.36438 1.65149 -5.01587
400000 1.10541 0.477842 0.726 -3.35623 1.65778 -5.01401
400020 1.10289 0.517054 0.726 -3.34942 1.65401 -5.00343
400040 1.10175 0.541205 0.726 -3.34426 1.6523 -4.99656
400060 1.11685 0.484623 0.726 -3.3412 1.67493 -5.01614
400080 1.12246 0.456512 0.726 -3.34233 1.68335 -5.02568
400100 1.10933 0.49473 0.726 -3.34943 1.66366 -5.0131
400120 1.09502 0.52214 0.726 -3.36168 1.6422 -5.00388
400140 1.08795 0.511048 0.726 -3.37583 1.63159 -5.00742
400160 1.07335 0.53656 0.726 -3.38787 1.6097 -4.99758
400180 1.06924 0.529664 0.726 -3.39556 1.60355 -4.99911
400200 1.07118 0.506929 0.726 -3.39982 1.60644 -5.00626
400220 1.0677 0.514566 0.726 -3.40197 1.60123 -5.00321
400240 1.07028 0.50292 0.726 -3.40247 1.60509 -5.00757
400260 1.07103 0.501387 0.726 -3.40179 1.60622 -5.00801
400280 1.07273 0.496679 0.726 -3.40012 1.60877 -5.00889
400300 1.07684 0.483517 0.726 -3.39763 1.61493 -5.01256
400320 1.07501 0.498817 0.726 -3.39462 1.61219 -5.00681
400340 1.07703 0.500947 0.726 -3.39094 1.61522 -5.00616
400360 1.08278 0.488419 0.726 -3.3867 1.62385 -5.01055
400380 1.08298 0.498802 0.726 -3.38241 1.62415 -5.00656
400400 1.08377 0.505778 0.726 -3.37817 1.62533 -5.0035
400420 1.0838 0.514927 0.726 -3.37394 1.62538 -4.99932
400440 1.08921 0.5015 0.726 -3.36976 1.63349 -5.00324
400460 1.09381 0.490191 0.726 -3.36608 1.64038 -5.00646
400480 1.09916 0.475968 0.726 -3.36354 1.64841 -5.01195
400500 1.09599 0.497477 0.726 -3.36285 1.64365 -5.0065
400520 1.08775 0.537684 0.726 -3.36418 1.6313 -4.99548
400540 1.08549 0.546191 0.726 -3.36725 1.62791 -4.99515
400560 1.08928 0.520371 0.726 -3.37249 1.6336 -5.00609
400580 1.08718 0.508146 0.726 -3.38086 1.63045 -5.0113
400600 1.08408 0.487683 0.726 -3.39204 1.6258 -5.01784
400620 1.07878 0.467885 0.726 -3.40425 1.61785 -5.0221
400640 1.06569 0.481239 0.726 -3.41485 1.59822 -5.01307
400660 1.05899 0.473112 0.726 -3.42189 1.58817 -5.01006
400680 1.0656 0.414573 0.726 -3.42542 1.59808 -5.02349
400700 1.07636 0.34787 0.726 -3.42687 1.61421 -5.04109
400720 1.07561 0.342811 0.726 -3.42763 1.61309 -5.04072
400740 1.06807 0.379617 0.726 -3.42776 1.60178 -5.02954
400760 1.06017 0.426629 0.726 -3.42648 1.58994 -5.01642
400780 1.05694 0.457712 0.726 -3.4229 1.58509 -5.00799
400800 1.06491 0.443818 0.726 -3.41657 1.59704 -5.01362
400820 1.07852 0.411318 0.726 -3.40845 1.61745 -5.0259
400840 1.08074 0.432003 0.726 -3.40034 1.62079 -5.02113
400860 1.07505 0.487226 0.726 -3.39312 1.61225 -5.00537
400880 1.07106 0.530168 0.726 -3.38654 1.60626 -4.99281
400900 1.07894 0.516066 0.726 -3.38045 1.61809 -4.99854
400920 1.0901 0.484367 0.726 -3.37575 1.63483 -5.01058
400940 1.08547 0.517747 0.726 -3.37315 1.62788 -5.00104
400960 1.0816 0.547504 0.726 -3.3718 1.62208 -4.99388
400980 1.0818 0.55749 0.726 -3.37098 1.62238 -4.99336
401000 1.07922 0.575458 0.726 -3.37048 1.6185 -4.98898
401020 1.079 0.577901 0.726 -3.36998 1.61818 -4.98816
401040 1.08977 0.528352 0.726 -3.36956 1.63432 -5.00389
401060 1.09679 0.491234 0.726 -3.37029 1.64485 -5.01514
401080 1.09405 0.495473 0.726 -3.37287 1.64074 -5.01361
401100 1.0833 0.533312 0.726 -3.37692 1.62463 -5.00155
401120 1.07676 0.550283 0.726 -3.38128 1.61481 -4.9961
401140 1.07749 0.53172 0.726 -3.38531 1.61591 -5.00121
401160 1.07619 0.52036 0.726 -3.389 1.61396 -5.00297
401180 1.07281 0.51936 0.726 -3.39232 1.60889 -5.00121
401200 1.07263 0.505364 0.726 -3.395 1.60863 -5.00363
401220 1.07733 0.472504 0.726 -3.3972 1.61567 -5.01287
401240 1.07175 0.484733 0.726 -3.39939 1.6073 -5.00669
401260 1.07105 0.477557 0.726 -3.40136 1.60626 -5.00762
401280 1.07395 0.455853 0.726 -3.40317 1.6106 -5.01376
401300 1.06687 0.478365 0.726 -3.40512 1.59999 -5.00511
401320 1.06184 0.495862 0.726 -3.40639 1.59244 -4.99883
401340 1.06245 0.491441 0.726 -3.40575 1.59336 -4.99911
401360 1.07149 0.453867 0.726 -3.40266 1.60691 -5.00957
401380 1.08148 0.417397 0.726 -3.39778 1.62189 -5.01967
401400 1.08341 0.420459 0.726 -3.39235 1.62479 -5.01714
401420 1.08364 0.434674 0.726 -3.38691 1.62514 -5.01205
401440 1.08595 0.442476 0.726 -3.38169 1.6286 -5.01029
401460 1.08919 0.446803 0.726 -3.37702 1.63346 -5.01048
401480 1.0926 0.449024 0.726 -3.37333 1.63857 -5.0119
401500 1.09208 0.465545 0.726 -3.37097 1.63779 -5.00877
401520 1.08593 0.502878 0.726 -3.36993 1.62857 -4.9985
401540 1.08128 0.530784 0.726 -3.36958 1.62159 -4.99118
401560 1.08078 0.537899 0.726 -3.36942 1.62084 -4.99026
401580 1.08262 0.531637 0.726 -3.36935 1.6236 -4.99294
401600 1.08615 0.514182 0.726 -3.36961 1.6289 -4.99851
401620 1.08818 0.499693 0.726 -3.37072 1.63194 -5.00266
401640 1.08109 0.519199 0.726 -3.37302 1.62132 -4.99434
401660 1.07636 0.520569 0.726 -3.37598 1.61421 -4.99019
401680 1.08504 0.455253 0.726 -3.37929 1.62723 -5.00652
401700 1.09414 0.383064 0.726 -3.38404 1.64087 -5.02491
401720 1.08967 0.37019 0.726 -3.39147 1.63417 -5.02564
401740 1.07304 0.413932 0.726 -3.40095 1.60924 -5.01018
401760 1.06052 0.445886 0.726 -3.40992 1.59047 -5.00038
401780 1.05812 0.440566 0.726 -3.41638 1.58686 -5.00324
401800 1.05859 0.429715 0.726 -3.42001 1.58757 -5.00758
401820 1.05825 0.429702 0.726 -3.421 1.58706 -5.00806
401840 1.05746 0.437986 0.726 -3.4194 1.58588 -5.00527
401860 1.06297 0.427487 0.726 -3.41514 1.59413 -5.00927
401880 1.068 0.426148 0.726 -3.40857 1.60168 -5.01026
401900 1.0715 0.435774 0.726 -3.40036 1.60692 -5.00728
401920 1.07537 0.443808 0.726 -3.39136 1.61274 -5.0041
401940 1.08327 0.431477 0.726 -3.38293 1.62459 -5.00751
401960 1.0886 0.425523 0.726 -3.37652 1.63258 -5.0091
401980 1.09387 0.417031 0.726 -3.37278 1.64047 -5.01325
402000 1.09068 0.444025 0.726 -3.37155 1.63569 -5.00724
402020 1.07659 0.51826 0.726 -3.37165 1.61456 -4.98621
402040 1.07254 0.548494 0.726 -3.37145 1.60849 -4.97993
402060 1.07761 0.53487 0.726 -3.37058 1.61609 -4.98667
402080 1.08012 0.528222 0.726 -3.36961 1.61986 -4.98947
402100 1.07732 0.542428 0.726 -3.36871 1.61566 -4.98437
402120 1.07929 0.535148 0.726 -3.36764 1.61861 -4.98625
402140 1.08647 0.504189 0.726 -3.36659 1.62937 -4.99596
402160 1.09128 0.482313 0.726 -3.3663 1.63659 -5.00288
402180 1.09057 0.481085 0.726 -3.36734 1.63552 -5.00286
402200 1.09281 0.461656 0.726 -3.36983 1.63889 -5.00871
402220 1.10039 0.412699 0.726 -3.37433 1.65026 -5.02459
402240 1.09756 0.400874 0.726 -3.382 1.646 -5.02801
402260 1.08714 0.414626 0.726 -3.39252 1.63039 -5.02291
402280 1.0796 0.412151 0.726 -3.40375 1.61907 -5.02282
402300 1.07442 0.402489 0.726 -3.4133 1.61131 -5.02461
402320 1.07067 0.396695 0.726 -3.41988 1.60568 -5.02556
402340 1.06775 0.399985 0.726 -3.42351 1.6013 -5.02481
402360 1.06448 0.41485 0.726 -3.42478 1.5964 -5.02118
402380 1.06606 0.414373 0.726 -3.42415 1.59878 -5.02293
402400 1.07128 0.400339 0.726 -3.42223 1.60661 -5.02884
402420 1.07388 0.399614 0.726 -3.41969 1.6105 -5.03019
402440 1.07135 0.425072 0.726 -3.41675 1.6067 -5.02344
402460 1.06642 0.46513 0.726 -3.41309 1.59931 -5.0124
402480 1.06505 0.490562 0.726 -3.40819 1.59725 -5.00544
402500 1.0745 0.467654 0.726 -3.402 1.61142 -5.01342
402520 1.0857 0.434365 0.726 -3.39563 1.62822 -5.02385
402540 1.09362 0.414658 0.726 -3.39047 1.64011 -5.03057
402560 1.09343 0.429373 0.726 -3.38729 1.63982 -5.02711
402580 1.08587 0.474523 0.726 -3.38587 1.62849 -5.01436
402600 1.07663 0.523068 0.726 -3.3852 1.61462 -4.99983
402620 1.07972 0.515077 0.726 -3.38431 1.61925 -5.00356
402640 1.08642 0.489657 0.726 -3.38339 1.6293 -5.01269
402660 1.08393 0.502332 0.726 -3.3831 1.62557 -5.00867
402680 1.08255 0.508498 0.726 -3.38331 1.62349 -5.0068
402700 1.08556 0.493411 0.726 -3.38397 1.62801 -5.01198
402720 1.08644 0.484614 0.726 -3.38565 1.62933 -5.01498
402740 1.08348 0.486085 0.726 -3.3892 1.62489 -5.0141
402760 1.0787 0.483397 0.726 -3.39545 1.61773 -5.01318
402780 1.07437 0.46605 0.726 -3.40466 1.61123 -5.01589
402800 1.07283 0.429516 0.726 -3.41572 1.60893 -5.02465
402820 1.07178 0.392645 0.726 -3.42678 1.60735 -5.03413
402840 1.06125 0.404343 0.726 -3.43611 1.59155 -5.02766
402860 1.05453 0.410403 0.726 -3.44222 1.58147 -5.02369
402880 1.05671 0.387813 0.726 -3.44489 1.58476 -5.02965
402900 1.05926 0.374413 0.726 -3.44472 1.58857 -5.03328
402920 1.05511 0.402425 0.726 -3.44207 1.58235 -5.02442
402940 1.05118 0.442623 0.726 -3.43652 1.57645 -5.01297
402960 1.05901 0.442706 0.726 -3.42786 1.5882 -5.01606
402980 1.07047 0.432813 0.726 -3.41751 1.60538 -5.0229
403000 1.07039 0.470746 0.726 -3.40786 1.60527 -5.01313
403020 1.07158 0.497114 0.726 -3.3997 1.60705 -5.00676
403040 1.08171 0.477218 0.726 -3.39313 1.62225 -5.01538
403060 1.08499 0.478991 0.726 -3.38848 1.62716 -5.01564
403080 1.08239 0.500757 0.726 -3.38541 1.62326 -5.00867
403100 1.08262 0.505966 0.726 -3.38317 1.62361 -5.00678
403120 1.08615 0.493744 0.726 -3.38154 1.6289 -5.01045
403140 1.08474 0.500966 0.726 -3.3807 1.62678 -5.00749
403160 1.0786 0.527344 0.726 -3.38038 1.61758 -4.99796
403180 1.07738 0.531544 0.726 -3.37996 1.61574 -4.9957
403200 1.0815 0.510678 0.726 -3.37926 1.62193 -5.00119
403220 1.08634 0.484418 0.726 -3.37866 1.62919 -5.00784
403240 1.09018 0.460012 0.726 -3.37878 1.63494 -5.01372
403260 1.09658 0.42277 0.726 -3.38031 1.64454 -5.02485
403280 1.09332 0.423528 0.726 -3.38435 1.63966 -5.024
403300 1.07942 0.464755 0.726 -3.39107 1.61881 -5.00989
403320 1.06879 0.487716 0.726 -3.39931 1.60286 -5.00217
403340 1.05907 0.502178 0.726 -3.4074 1.58829 -4.99569
403360 1.06304 0.457333 0.726 -3.41398 1.59424 -5.00822
403380 1.0689 0.405371 0.726 -3.41908 1.60303 -5.02211
403400 1.07085 0.375005 0.726 -3.42325 1.60595 -5.0292
403420 1.07014 0.3633 0.726 -3.42677 1.60489 -5.03166
403440 1.06332 0.382706 0.726 -3.42954 1.59467 -5.02421
403460 1.0586 0.395794 0.726 -3.4308 1.58758 -5.01838
403480 1.05977 0.387519 0.726 -3.4296 1.58934 -5.01894
403500 1.06755 0.363389 0.726 -3.42504 1.60101 -5.02605
403520 1.07147 0.375214 0.726 -3.41659 1.60689 -5.02348
403540 1.07445 0.410921 0.726 -3.40435 1.61135 -5.01569
403560 1.08077 0.441691 0.726 -3.39044 1.62083 -5.01128
403580 1.08835 0.461882 0.726 -3.37843 1.6322 -5.01063
403600 1.09447 0.476314 0.726 -3.37024 1.64137 -5.01161
403620 1.09455 0.503434 0.726 -3.36568 1.6415 -5.00718
403640 1.09741 0.507901 0.726 -3.36377 1.64579 -5.00956
403660 1.0995 0.5045 0.726 -3.36413 1.64892 -5.01305
403680 1.09921 0.500176 0.726 -3.36671 1.64848 -5.01519
403700 1.09585 0.499896 0.726 -3.37135 1.64345 -5.0148
403720 1.09318 0.493433 0.726 -3.37767 1.63945 -5.01712
403740 1.08075 0.529051 0.726 -3.38501 1.6208 -5.00581
403760 1.06416 0.584364 0.726 -3.39165 1.59592 -4.98757
403780 1.06377 0.572219 0.726 -3.39596 1.59534 -4.99129
403800 1.06996 0.531641 0.726 -3.39811 1.60461 -5.00273
403820 1.06805 0.525762 0.726 -3.39886 1.60175 -5.00061
403840 1.07102 0.503658 0.726 -3.39826 1.60621 -5.00446
403860 1.075 0.483071 0.726 -3.39658 1.61217 -5.00875
403880 1.07347 0.49252 0.726 -3.39412 1.60989 -5.00401
403900 1.07468 0.496887 0.726 -3.39066 1.6117 -5.00235
403920 1.07915 0.493046 0.726 -3.38604 1.6184 -5.00444
403940 1.0793 0.510985 0.726 -3.3803 1.61862 -4.99892
403960 1.08482 0.506308 0.726 -3.3731 1.6269 -5
403980 1.10392 0.445222 0.726 -3.36464 1.65556 -5.0202
404000 1.11528 0.421592 0.726 -3.35695 1.67259 -5.02954
404020 1.10492 0.491255 0.726 -3.35179 1.65705 -5.00883
404040 1.09354 0.556982 0.726 -3.34857 1.63999 -4.98856
404060 1.09388 0.559445 0.726 -3.34616 1.6405 -4.98666
404080 1.10255 0.517749 0.726 -3.34474 1.6535 -4.99823
404100 1.10839 0.483897 0.726 -3.34591 1.66226 -5.00817
404120 1.10028 0.501705 0.726 -3.35154 1.65008 -5.00162
404140 1.08898 0.521884 0.726 -3.36153 1.63314 -4.99466
404160 1.07758 0.532097 0.726 -3.37356 1.61605 -4.98961
404180 1.07255 0.512148 0.726 -3.38459 1.60851 -4.9931
404200 1.07534 0.46355 0.726 -3.39323 1.61269 -5.00592
404220 1.07493 0.43865 0.726 -3.39988 1.61207 -5.01195
404240 1.06925 0.447619 0.726 -3.40487 1.60356 -5.00842
404260 1.06468 0.45769 0.726 -3.40802 1.59671 -5.00473
404280 1.07194 0.419756 0.726 -3.40933 1.60759 -5.01692
404300 1.07766 0.389462 0.726 -3.4096 1.61617 -5.02577
404320 1.08208 0.367429 0.726 -3.40959 1.62279 -5.03238
404340 1.07964 0.377244 0.726 -3.40975 1.61913 -5.02889
404360 1.06695 0.432016 0.726 -3.40977 1.60011 -5.00988
404380 1.06368 0.449075 0.726 -3.40828 1.5952 -5.00347
404400 1.06786 0.439103 0.726 -3.40452 1.60146 -5.00598
404420 1.0724 0.436865 0.726 -3.39844 1.60829 -5.00672
404440 1.08154 0.4282 0.726 -3.39036 1.62198 -5.01234
404460 1.085 0.453024 0.726 -3.3814 1.62717 -5.00857
404480 1.08382 0.497126 0.726 -3.37262 1.62541 -4.99803
404500 1.09168 0.493362 0.726 -3.36459 1.63719 -5.00179
404520 1.10242 0.463728 0.726 -3.35851 1.6533 -5.01182
404540 1.10754 0.447547 0.726 -3.3556 1.66098 -5.01658
404560 1.10612 0.454099 0.726 -3.35613 1.65885 -5.01498
404580 1.09622 0.493524 0.726 -3.35957 1.644 -5.00357
404600 1.08677 0.528703 0.726 -3.36454 1.62983 -4.99437
404620 1.08074 0.546633 0.726 -3.36968 1.62078 -4.99046
404640 1.07815 0.548766 0.726 -3.37416 1.6169 -4.99106
404660 1.07326 0.561162 0.726 -3.37755 1.60957 -4.98711
404680 1.06833 0.574084 0.726 -3.37941 1.60218 -4.98159
404700 1.07304 0.545037 0.726 -3.37969 1.60923 -4.98893
404720 1.08089 0.500018 0.726 -3.37923 1.62101 -5.00024
404740 1.08998 0.449942 0.726 -3.37904 1.63464 -5.01368
404760 1.09239 0.431425 0.726 -3.37988 1.63826 -5.01814
404780 1.08841 0.444062 0.726 -3.38176 1.63228 -5.01404
404800 1.07955 0.479909 0.726 -3.38406 1.61901 -5.00306
404820 1.07225 0.509273 0.726 -3.38587 1.60805 -4.99392
404840 1.07774 0.482964 0.726 -3.38671 1.61628 -5.00299
404860 1.08479 0.449707 0.726 -3.38722 1.62686 -5.01408
404880 1.08599 0.444383 0.726 -3.38822 1.62866 -5.01688
404900 1.08156 0.466938 0.726 -3.38986 1.62202 -5.01189
404920 1.07481 0.500348 0.726 -3.39168 1.61189 -5.00357
404940 1.07304 0.508677 0.726 -3.39299 1.60925 -5.00224
404960 1.0822 0.466856 0.726 -3.39372 1.62297 -5.01669
404980 1.08614 0.445803 0.726 -3.3948 1.62889 -5.02368
405000 1.07797 0.476473 0.726 -3.39683 1.61662 -5.01345
405020 1.0703 0.502675 0.726 -3.39931 1.60513 -5.00444
